"plu_balanza","nombre","precio_venta","codigo_barra_externo","mg"
"2243","VIRUTEX B BASURA 80X110","1790","0224300000","25"
"2244","COCTEL FRUTAS ACONCAGUA 480G","2550","0224400000","25"
"2245","GALLETAS NAVIDENAS COLOMB 200G","1850","0224500000","25"
"2246","VIZZIO COCO 110G","3200","0224600000","25"
"2247","PI A RODAJAS SAN REMO 565G","2700","0224700000","25"
"2248","SPAGHETTI 5 TRICO CAROZZI 400G","1350","0224800000","25"
"2249","FUSILLI TRICOLOR CAROZZI 400G","1350","0224900000","25"
"2250","FRAC CHOCOLATE 110G","900","0225000000","25"
"2251","MARCO POLO CREMA CIBOU 180G","2500","0225100000","25"
"2252","MARCO POLO JAMON SERRANO 180G","2500","0225200000","25"
"2254","COLUN KEFIR FRUTILLA 120G","390","0225400000","25"
"2255","COLUN POSTRES DEL SUR MOKA 110","500","0225500000","25"
"2256","COLUN POST SUR CHOCMENT 110","500","0225600000","25"
"2257","LYSOFORM FRUTAL 360CM3","4200","0225700000","25"
"2258","MILKA EXTRA CACAO 90G","2690","0225800000","25"
"2259","AZUCAR FLOR DAMABLANCA 500G","1290","0225900000","25"
"2260","ACEITE NATURA VEGETAL 900ML","2590","0226000000","25"
"2261","PALMITOS ENTEROS ESMERALDA 400","3200","0226100000","25"
"2262","ZUKO FRUTILLA 15G","250","0226200000","25"
"2263","ZUKO NARANJA PLATANO 15G","250","0226300000","25"
"2264","ZUKO PI A 15G","250","0226400000","25"
"2265","SPRIM LIMON PICA 25G","250","0226500000","25"
"2266","SENSORPLUS COLORED 3UN","1990","0226600000","25"
"2267","SENSORPLUS ANATOMIC 3UN","1990","0226700000","25"
"2268","ALCOHOL DIFEMCARE 125ML","2100","0226800000","25"
"2269","FLAN SOPROLE CHOCOLATE 110G","380","0226900000","25"
"2270","CRACKER MERKEN 90G","800","0227000000","25"
"2271","CRACKER MERKEN 107G","700","0227100000","25"
"2272","PANTENE COLAGENO ACOND 250ML","3790","0227200000","25"
"2273","NOSOTRAS NORMAL S/ALAS 10UN","1250","0227300000","25"
"2274","SALSA BBQ DON JUAN 100G","750","0227400000","25"
"2275","SALSA TARTARA DON JUAN 210G","1550","0227500000","25"
"2276","MOSTAZA DON JUAN 500G","1350","0227600000","25"
"2277","ORBIT 64G 46 UNIDADES","4150","0227700000","25"
"2278","LAYS JAMON SERRANO 230G","2500","0227800000","25"
"2279","YOGURT C/ AVENA SOPROLE 155G","450","0227900000","25"
"2280","MANI CONF PEQUE O EMPORIO","1000","0228000000","25"
"2281","PROTEIN+ AVENA 155G","710","0228100000","25"
"2282","BATIFRUT MANGO-MARACUYA","670","0228200000","25"
"2283","COLUN LIGHT MORA 120G","290","0228300000","25"
"2284","COLUN BATIDO CEREZA 125G","280","0228400000","25"
"2285","COLUN BATIDO PLATANO 125G","280","0228500000","25"
"2286","COLUN BATIDO PINA 125G","280","0228600000","25"
"2287","COLUN BATIDO FRUTILLA 1KG","1790","0228700000","25"
"2288","COLUN BATIDO DAMASCO 1KG","1790","0228800000","25"
"2289","PLATANO UNIVERSO 60GRS","1000","0228900000","25"
"2290","GOMITAS PARTES DEL CUERPO","150","0229000000","25"
"2291","BARRILETE MASTICABLE","100","0229100000","25"
"2292","JALEA MINI FRUIT","100","0229200000","25"
"2293","LAYS CORTE AMERIC 250G","2500","0229300000","25"
"2294","MERMELADAS MATIAS","2000","0229400000","25"
"2295","BAYGON CASA JARDIN 450CM3","3650","0229500000","25"
"2296","LAYS OREGANO 230G","2500","0229600000","25"
"2297","JEAN LES PINS BLOOM ESTUCHE","7790","0229700000","25"
"2298","BEAUTY SET ESTUCHE","7790","0229800000","25"
"2299","PETRIZZIO SET CREMA FACIAL","11690","0229900000","25"
"2300","CITRICO SET CREMA JABON + CREM","5850","0230000000","25"
"2301","YOGU YOGU DAMASCO 200ML","590","0230100000","25"
"2302","HEIDI DARK MILD 50 CACAO","2990","0230200000","25"
"2303","COLUN BATIDO PI A 125G","280","0230300000","25"
"2304","FERRERO ROCHER 50G 4UN","3790","0230400000","25"
"2305","TRIDENT X SPLASH 9 UN","1000","0230500000","25"
"2306","CEREAL MIX CACAO 105G","1000","0230600000","25"
"2307","CRACKER OREGANO OLIVA 90G","800","0230700000","25"
"2308","QUIX ULTRA CONC 450ML RECARGA","2100","0230800000","25"
"2309","PAN AREPAS DE CHOCLO 1KG","3890","0230900000","25"
"2310","ORLY ALMENDRAS 95G","1300","0231000000","25"
"2311","BON O BON COCO 15G","300","0231100000","25"
"2312","MANI SIN SAL EVERCRISP 380G","2600","0231200000","25"
"2313","MAGIC BOX DOG","1850","0231300000","25"
"2314","MAGIC BOX CAT","1850","0231400000","25"
"2315","PAPELILLO OCB CA AMO ORG","700","0231500000","25"
"2316","BASTON NAVIDE O","200","0231600000","25"
"2317","MARCO POLO CORTE AMERICANO 200","2000","0231700000","25"
"2318","COCTEL DE FRUTAS ESMERALDA 580","2250","0231800000","25"
"2319","GARNIER RUBIO CENIZO 7.1","3500","0231900000","25"
"2320","PROMOCION MCKAY 3X","3000","0232000000","25"
"2321","CLIPPER REUSABLE","1000","0232100000","25"
"2322","PRIMAVERA MIN VERDE 500G","1500","0232200000","25"
"2323","TE VERDE FRU D BOSQ 40G","2300","0232300000","25"
"2324","GOMITAS TRULULU SABORES 90G","950","0232400000","25"
"2325","GOMITAS TRULULU BANANOS 90G","950","0232500000","25"
"2326","GOMITAS TRULULU SPLASH 90G","950","0232600000","25"
"2327","DOVE JABON 75G","1250","0232700000","25"
"2328","KETCHUP DON JUAN 400G","1250","0232800000","25"
"2329","CEPILLO DENTAL NI O COLGATE","1800","0232900000","25"
"2330","CEPILLO DENTAL NI O L&S","1800","0233000000","25"
"2331","LUSTRAMUEBLES TRAD VIRGINIA 25","1490","0233100000","25"
"2332","TOALLA ELITE 2MEGARO 20MTS","3690","0233200000","25"
"2333","DOVE MEN +CARE EXT FRESH 150ML","2990","0233300000","25"
"2334","DOVE MEN +CARE INVS DRY 150ML","2990","0233400000","25"
"2335","REXONA V8 48HRS 50G","3500","0233500000","25"
"2336","ESENCIA COLA DE MONO GOURM 100","2500","0233600000","25"
"2337","CONFORT DOB HOJA 4R 22 MTS","1400","0233700000","25"
"2338","DOVE GO FRESH PEPINO 150ML","3500","0233800000","25"
"2339","GOMITAS TRULULU GUS ACID 80G","950","0233900000","25"
"2340","GOMITAS TRULULU FRESITAS 80G","950","0234000000","25"
"2341","GOMITAS TRULULU ORO 80G","950","0234100000","25"
"2342","GOMITAS TRULULU AROS 80G","950","0234200000","25"
"2343","DINO XPLOT 12GR","350","0234300000","25"
"2344","TOBORONE CHOCOLATE 12G","200","0234400000","25"
"2345","CARIOCA CHOCOLATE 64G","250","0234500000","25"
"2346","CREMA PARA BATIR LONCOLECHE 1L","4950","0234600000","25"
"2347","MILLOWS ORIGINAL 145G","1150","0234700000","25"
"2348","ARENA SANITARIA BENTONITE 4KG","4550","0234800000","25"
"2349","TRIDENT EXTRA STRONG 18S","1100","0234900000","25"
"2350","CREAM CHEESE TRAD 226G","3250","0235000000","25"
"2351","ESENCIA VAINILLA EDRA 100ML","850","0235100000","25"
"2352","CHUPETE CORAZON","150","0235200000","25"
"2353","CERA BRILLINA INCOLORA 340ML","1490","0235300000","25"
"2354","CERA BRILLINA AMARILLA 360ML","1490","0235400000","25"
"2355","WYN LAVALOZA 1500ML","2700","0235500000","25"
"2356","GOMITAS BURGER","150","0235600000","25"
"2357","BOLSA REGALO CH","770","0235700000","25"
"2358","BOLSA REGALO G","1190","0235800000","25"
"2359","RAID MAX S/OLOR 360","3890","0235900000","25"
"2360","TAKIS INTENSE NACHO 49G","950","0236000000","25"
"2361","TAKIS INTENSE NACHO 190G","2300","0236100000","25"
"2362","LOS ALERCES PACK FAM 12 PI A","2390","0236200000","25"
"2363","NIK CHIRIMOYA 71G","650","0236300000","25"
"2364","MILKA OREO BROWNIE 100G","2690","0236400000","25"
"2365","MILKA STRAWBERRY 100G","2950","0236500000","25"
"2366","DORITOS SWEET CHILI 180G","2300","0236600000","25"
"2367","ZUKO LIMON DULCE 15G","250","0236700000","25"
"2368","ZUKO PI A 15G","250","0236800000","25"
"2369","ZUKO MELON TUNA 15G","250","0236900000","25"
"2370","CHUPETON MANZANA","250","0237000000","25"
"2371","CHUPETON UVA","250","0237100000","25"
"2372","CHUPETON FRESA","250","0237200000","25"
"2373","HUEVO SORPRESA POW PATROL","1600","0237300000","25"
"2374","BALLERINA SHAMPOO GRANADA 750M","1800","0237400000","25"
"2375","SEDAL RESTAURACION INST 300ML","3150","0237500000","25"
"2376","JABON LUX BRIGHT IMPRESS 80G","750","0237600000","25"
"2377","SHAMPOO HEAD&SHOULDERS 10ML","300","0237700000","25"
"2378","BOLSA BAS SUPERIOR 80X110","2000","0237800000","25"
"2379","SCHICK HAWAIIAN","890","0237900000","25"
"2380","CARACOQUESOS PARA UNO 70G","1490","0238000000","25"
"2381","TE YELLOW LABEL 100UN LIPTON","7250","0238100000","25"
"2382","PA O ESPONJA FIBRO","850","0238200000","25"
"2383","TRENTO MASSIMO BROWNIE 25G","800","0238300000","25"
"2384","BURBUJA VENTILADOR DELFIN","2590","0238400000","25"
"2385","POETT DES. AMB. LAVANDA 360 CC","1950","0238500000","25"
"2386","TIGRETON","150","0238600000","25"
"2387","CHANDELLE TENTACION BROWNIE 13","860","0238700000","25"
"2388","CHANDELLE TENTACION MARACUYA 1","860","0238800000","25"
"2389","TRITON VAINILLA PACK 3X","2350","0238900000","25"
"2390","ALKA EUCALIPTUS 25G","300","0239000000","25"
"2391","GATOLATE 200G","2200","0239100000","25"
"2392","BATIFRUT PAPAYA SOPROLE 165G","670","0239200000","25"
"2393","VIRUTILLA GRUESA MED VIRUTEX","1750","0239300000","25"
"2394","T  CLUB MANDARINA 20B 40G","990","0239400000","25"
"2395","T  CLUB MANZANA 20B 40G","990","0239500000","25"
"2396","PAPEL HIGIENICO CONFORT 50M 4R","1550","0239600000","25"
"2397","CALUGAS OLIMPIA 70G","1300","0239700000","25"
"2398","TWISTOS QUESO 100G","1500","0239800000","25"
"2399","SUNY OBLEA COSTA 120G","1100","0239900000","25"
"2400","BIMBO CAKE COSTA PROM","1000","0240000000","25"
"2401","LECHE COLUN S/LACTOSA DESC. 1L","1490","0240100000","25"
"2402","BOLSA BAS SUPERIOR 70X90","1200","0240200000","25"
"2403","ESPONJA DE ACERO VIRUTEX","500","0240300000","25"
"2404","ZUKO DURAZNO 15G","250","0240400000","25"
"2405","KISSES HERSHEY MCHOC C&C 74G","2990","0240500000","25"
"2406","KISSES HERSHEY MILK CHOC 74G","2990","0240600000","25"
"2407","LEBLON PROTECTOR SOLAR 50G","1650","0240700000","25"
"2408","DOVE TONO UNIFORME 150ML","3500","0240800000","25"
"2409","DOVE GO FRESH PERA 150ML","3500","0240900000","25"
"2410","REXONA POWER DRY 150ML","3390","0241000000","25"
"2411","REXONA INVISIBLE 150ML","3390","0241100000","25"
"2412","PARCHE CURITA","100","0241200000","25"
"2413","CAREZZA BOMBONES 180G","2500","0241300000","25"
"2414","CUCHARAS SET 24","1490","0241400000","25"
"2415","MONDADIENTES","200","0241500000","25"
"2416","CARPETA PLASTICA C/ ACOCLIP","1390","0241600000","25"
"2417","MARSHMALLOW GUNYS 60G","950","0241700000","25"
"2418","MARSHMALLOW GUNYS 60G","950","0241800000","25"
"2419","MARSHMALLOW GUNYS 60G","950","0241900000","25"
"2420","MANTECA ASTRA 100G","950","0242000000","25"
"2421","SAL DE MAR LOBO 900G","1450","0242100000","25"
"2422","LADYSOFT ULTRADELGADA 16UN","2400","0242200000","25"
"2423","GUMY ACID MUECAS","990","0242300000","25"
"2424","HUEVOS SORPRESA","1600","0242400000","25"
"2425","ANILLO DE OSO CARAMELO","350","0242500000","25"
"2426","GUMY MC MALLOW","1050","0242600000","25"
"2427","GUMY ACID DROP","1090","0242700000","25"
"2428","PATO RUIDOSO SHAKE DUCK","1950","0242800000","25"
"2429","BENEDICTINO SIN GAS 6.5L","2000","0242900000","25"
"2430","GUNYS MALLOW LOVE","1050","0243000000","25"
"2431","BOLSA BAS. INSTITUCIONAL 100X3","6690","0243100000","25"
"2432","LECHE COLUN S/LACT SEMID. 1L","1490","0243200000","25"
"2433","PI A EN TROCITOS ESMER 340G","2050","0243300000","25"
"2434","LADY SPEED STICK POWDER FRESH","3500","0243400000","25"
"2435","GARNIER RUBIO 7.0","3500","0243500000","25"
"2436","GARNIER RUBIO DORADO 7.3","3500","0243600000","25"
"2437","NOBLE DOBLE HOJA 4R 23M","1350","0243700000","25"
"2438","DORITOS PIZZA 180G","2300","0243800000","25"
"2439","TOSTITOS EVERCRISP 285G","3300","0243900000","25"
"2440","WHISKAS SOBRE PESCADO 85G","690","0244000000","25"
"2441","CHARQUI PICADO 30GR","1500","0244100000","25"
"2442","CORCHETES 2X","150","0244200000","25"
"2443","GUNY NUBES ROLLER 60G","950","0244300000","25"
"2444","GALLETAS SURTIDO ARCOR 400G","2700","0244400000","25"
"2445","BOMBON CAREZZA","300","0244500000","25"
"2446","TECNOLAB CARGADOR + CABLE LIGH","5900","0244600000","25"
"2447","TECNOLAB CARGADOR + CABLE TIPO","5900","0244700000","25"
"2448","MASTER DOG SALSA ADULTO CARNE","690","0244800000","25"
"2449","MASTER CAT SALSA ADULTO CARNE","690","0244900000","25"
"2450","CHOLGAS SAN JOSA ACEITE 190G","2100","0245000000","25"
"2451","BALLERINA SHAMPOO PLAT 750ML","1800","0245100000","25"
"2452","PANTENE SHAMPOO FUERZA 400ML","4290","0245200000","25"
"2453","PANTENE SHAMPOO CONTROL 400ML","4290","0245300000","25"
"2454","MASTER CAT SENIOR POLLO 85G","690","0245400000","25"
"2455","CHUCRUT JC 1KG","4500","0245500000","25"
"2456","AJI PASTA POTE","2500","0245600000","25"
"2457","GUNYS ACID ROLL 60ML","1100","0245700000","25"
"2458","DOVE MEN CARE SPORT FRSH 150ML","2990","0245800000","25"
"2459","MILKA ALPINE 80G","1450","0245900000","25"
"2460","TRIDENT SANDIA 14SD","1000","0246000000","25"
"2461","FRUTA LISTA MIX ACONC 4UN","2900","0246100000","25"
"2462","FRUTA LISTA DURAZNO ACONC 4UN","2900","0246200000","25"
"2463","WHISKAS FILETES GATITOS 85G","690","0246300000","25"
"2464","PEDIGREE CARNE RAZ PEQ. 100G","690","0246400000","25"
"2465","PEDIGREE CARNE CACHORRO 100G","690","0246500000","25"
"2466","NENEGLOSS 20G","1590","0246600000","25"
"2467","ATUN EN AGUA ANGELMO 160G","1690","0246700000","25"
"2468","CUBANITO FRUTILLA 25G","200","0246800000","25"
"2469","CUBANITO MENTA 25G","200","0246900000","25"
"2470","CUBANITO ORIGINAL 25G","200","0247000000","25"
"2471","TRENCITO POPS 30G","570","0247100000","25"
"2472","HILO CADENA","1200","0247200000","25"
"2473","TRITON VAINILLA 46G","350","0247300000","25"
"2474","TRITON VAINILLA PACK 6X46G","1990","0247400000","25"
"2475","PALETA CORAZON MABU","200","0247500000","25"
"2476","PALETA BOQUITA MABU","200","0247600000","25"
"2477","TWISTER PINTA LENGUA MABU","200","0247700000","25"
"2478","MARCO POLO PAPAS CASERAS 200G","1990","0247800000","25"
"2479","KETCHUP DON JUAN DOYPACK 800G","2550","0247900000","25"
"2480","PROTEIN+ TROZO KIWI 155G","790","0248000000","25"
"2481","PROTEIN+ TROZO MANGO 155G","790","0248100000","25"
"2482","PROTEIN+ TROZO ARANDANO 155G","790","0248200000","25"
"2483","KRAFT MAYO 789G","7550","0248300000","25"
"2484","SILICONA EN BARRA","200","0248400000","25"
"2485","CUADERNO UNIV. COLON 100HJS","1400","0248500000","25"
"2486","HUEVITOS MACIZOS AMBROSOLI 60U","10900","0248600000","25"
"2487","HUEVITOS MACIZOS COSTA 50UN","8390","0248700000","25"
"2488","HUEVITO DE PASCUA COSTA","200","0248800000","25"
"2489","HUEVITO DE PASCUA AMBROSOLI","250","0248900000","25"
"2490","CUADERNILLO","300","0249000000","25"
"2491","HUEVITOS MACIZOS COSTA 100UN","12950","0249100000","25"
"2492","CONEJITO PICNIC","1000","0249200000","25"
"2493","SALSA CEBOLLA CARAMELIZADA 200","2190","0249300000","25"
"2494","SALSA CHOCO AVELLANA 280G","2500","0249400000","25"
"2495","CHANTILLY GOURMET 60G","990","0249500000","25"
"2496","PASTELERA GOURMET 78G","990","0249600000","25"
"2497","CUADERNO UNIV LITO COLON 100HJ","1400","0249700000","25"
"2498","PAPEL CREPE","400","0249800000","25"
"2499","PAPEL LUSTRE TORRE 24HJS","450","0249900000","25"
"2500","ALFAJOR CHOCOLATE","1450","0250000000","25"
"2501","ALFAJOR MAICENA","1450","0250100000","25"
"2502","BERLIN C/ CREMA","1300","0250200000","25"
"2503","BERLIN C/ MANJAR","1500","0250300000","25"
"2504","BOMBITA","1200","0250400000","25"
"2505","BROWNIE","1500","0250500000","25"
"2506","CACHITOS CON CREMA","2300","0250600000","25"
"2507","CACHITO CON MANJAR","2500","0250700000","25"
"2508","COCADA","1200","0250800000","25"
"2509","COLEGIAL","1500","0250900000","25"
"2510","CONEJITO","1050","0251000000","25"
"2511","CAMITAS","1450","0251100000","25"
"2512","CARACOLA","1450","0251200000","25"
"2513","DIPLOMATICO","1250","0251300000","25"
"2514","DONA SIMPLE","1250","0251400000","25"
"2515","DONA RELLENA","1500","0251500000","25"
"2516","DELICIA","1500","0251600000","25"
"2517","FACTURA C/CREMA","1500","0251700000","25"
"2518","FACTURAS C/MANJAR","1800","0251800000","25"
"2519","GALLETA MANTEQUILLA","1500","0251900000","25"
"2520","LIBRITO","2500","0252000000","25"
"2521","MENDOCINO","1550","0252100000","25"
"2522","MUFFIN","1500","0252200000","25"
"2523","PAJARITO","1000","0252300000","25"
"2524","PAN DE HUEVO","1300","0252400000","25"
"2525","PAN HOLANDES","1200","0252500000","25"
"2526","QUEQUE","12000","0252600000","25"
"2527","QUEQUE TROZO","1800","0252700000","25"
"2528","TRENZA","4990","0252800000","25"
"2529","EMPOLVADO","1800","0252900000","25"
"2530","BRAZO DE REINA GRANDE","10990","0253000000","25"
"2531","BRAZO DE REINA INDIVIDUAL","2500","0253100000","25"
"2532","TORTA AMOR 10P","25000","0253200000","25"
"2533","TORTA AMOR 15P","30000","0253300000","25"
"2534","TORTA AMOR 20P","35000","0253400000","25"
"2535","TORTA AMOR 30P","45000","0253500000","25"
"2536","TORTA AMOR TROZO","4000","0253600000","25"
"2537","TORTA YOGURT GRANDE","18990","0253700000","25"
"2538","TORTA YOGURT MEDIANA","15990","0253800000","25"
"2539","TORTA YOGURT","7990","0253900000","25"
"2540","TORTA YOGURT CHICA","9990","0254000000","25"
"2541","TORTA YOGURT TROZO","2500","0254100000","25"
"2542","PASTEL MOKA","3300","0254200000","25"
"2543","PASTEL PI A","3300","0254300000","25"
"2544","PASTEL DE HOJA","3000","0254400000","25"
"2545","PASTEL CHOCOLATE","3150","0254500000","25"
"2546","PASTEL LUCUMA","3150","0254600000","25"
"2547","PASTEL SELVA NEGRA","3150","0254700000","25"
"2548","TORTA SELVA NEGRA 10P","20000","0254800000","25"
"2549","TORTA PI A 10P","20000","0254900000","25"
"2550","TORTA CHOCOLATE 10P","20000","0255000000","25"
"2551","TARTALETA FRUTA GRANDE","8990","0255100000","25"
"2552","TARTALETA FRUTA INDIVIDUAL","2150","0255200000","25"
"2553","TARTALETA FRUTA TROZO","2150","0255300000","25"
"2554","PIE DE LIMON GRANDE","8990","0255400000","25"
"2555","PIE DE LIMON INDIVIDUAL","2500","0255500000","25"
"2556","PIE DE LIMON TROZO","2500","0255600000","25"
"2557","KUCHEN GRANDE","10990","0255700000","25"
"2558","KUCHEN TROZO","2500","0255800000","25"
"2559","KUCHEN INDIVIDUAL","2500","0255900000","25"
"2560","ZEPELIN","1300","0256000000","25"
"2561","QUEQUE RECTANGULAR","3800","0256100000","25"
"2562","CALZON ROTO","400","0256200000","25"
"2563","SOPAIPILLA","500","0256300000","25"
"2564","BENJAMIN HOJA","1650","0256400000","25"
"2565","MEDIALUNA","1500","0256500000","25"
"2566","ROLLO CANELA","1300","0256600000","25"
"2567","LECHE ASADA","2500","0256700000","25"
"2568","PIONONO","2900","0256800000","25"
"2569","TORTA VASO","2000","0256900000","25"
"2570","TORTA ECON MICA","12990","0257000000","25"
"2571","DONA RELLENA (G)","1500","0257100000","25"
"2572","ROLLO MEMBRILLO","1350","0257200000","25"
"2573","SUSPIRO","750","0257300000","25"
"2574","CROISSANT","1500","0257400000","25"
"2575","BENJAMIN","1350","0257500000","25"
"2576","CUCHUFLI","450","0257600000","25"
"2577","GALLETA MANJAR (C)","1000","0257700000","25"
"2578","ALFAJOR CHILENO","1350","0257800000","25"
"2579","BRAZO DE REINA ECONOMICO","6500","0257900000","25"
"2580","STRUDEL MANZANA","2500","0258000000","25"
"2581","PIRKA","2200","0258100000","25"
"2582","EMPANADA HOJA","2000","0258200000","25"
"2583","EMPANADA HOJA MECHADA","3500","0258300000","25"
"2584","EMPANADA DE HORNO","2200","0258400000","25"
"2585","EMPANADA FRITA POLLO","1400","0258500000","25"
"2586","EMPANADA FRITA CARNE","1400","0258600000","25"
"2587","EMPANADA NAPOLITANA","2200","0258700000","25"
"2588","CHAPARRITA","2200","0258800000","25"
"2589","CHICHARRON (G)","600","0258900000","25"
"2590","PALMERITA","1000","0259000000","25"
"2591","MEDIALUNA HOJA","1650","0259100000","25"
"2592","ALFAJOR C/AZUCAR","1650","0259200000","25"
"2593","MACARRON","750","0259300000","25"
"2594","COCADITAS","550","0259400000","25"
"2595","EMPANADA DE MARISCO","2000","0259500000","25"
"2596","TEQUE O","1000","0259600000","25"
"2597","SANGRISTAN","1500","0259700000","25"
"2598","MOUSSE DE MARACUYA","1500","0259800000","25"
"2599","GALLETAS COCADA 3X","1500","0259900000","25"
"2600","PASTEL DE PLATANO","1000","0260000000","25"
"2601","PASTEL DE ZANAHORIA","1000","0260100000","25"
"2602","MOUSSE GELATINA","800","0260200000","25"
"2603","GALLETAS NAVIDE AS 4X","2500","0260300000","25"
"2604","EMPANADA MECHADA QUESO","2500","0260400000","25"
"2605","ROLLITO DE NAVIDAD","1300","0260500000","25"
"2606","QUEQUE NAVIDE O 1","8000","0260600000","25"
"2607","PASTEL DE CHOCLO","4000","0260700000","25"
"2608","DONAS PF","950","0260800000","25"
"2609","HUMITAS","2200","0260900000","25"
"2610","EMPANADA FRITA MECHADA","1800","0261000000","25"
"2611","PASTEL AMAPOLA","3500","0261100000","25"
"3000","ACELGA","800","0300000000","25"
"3001","AJI SECO","500","0300100000","25"
"3002","AJI VERDE","3900","0300200000","25"
"3003","AJO","350","0300300000","25"
"3004","ALBAHACA","1500","0300400000","25"
"3005","ALCACHOFA","690","0300500000","25"
"3006","APIO","400","0300600000","25"
"3007","ARANDANOS","5000","0300700000","25"
"3008","ARVEJAS","1350","0300800000","25"
"3009","BETERRAGA","1500","0300900000","25"
"3010","BERENJENA","1000","0301000000","25"
"3011","BROCOLI","1400","0301100000","25"
"3012","BRUCELA","1990","0301200000","25"
"3013","CASTA AS","2000","0301300000","25"
"3014","CEBOLLA","450","0301400000","25"
"3015","CEBOLLA MORADA","450","0301500000","25"
"3016","CEBOLLIN","850","0301600000","25"
"3017","CEREZAS","500","0301700000","25"
"3018","CHIRIMOYA","5000","0301800000","25"
"3019","CHOCLO AMERICANO","500","0301900000","25"
"3020","CHOCLO CHILENO","600","0302000000","25"
"3021","CIBOULETTE","550","0302100000","25"
"3022","CILANTRO","650","0302200000","25"
"3023","CIRUELA","1200","0302300000","25"
"3024","COCHAYUYO","1000","0302400000","25"
"3025","COLIFLOR","1800","0302500000","25"
"3026","DAMASCO","2500","0302600000","25"
"3027","DURAZNO NECTARIN","1500","0302700000","25"
"3028","DURAZNO PELADO","1500","0302800000","25"
"3029","DURAZNO PELUDO","1500","0302900000","25"
"3030","DURAZNO PLATANO","1500","0303000000","25"
"3031","ESPARRAGO","2500","0303100000","25"
"3032","ESPINACA","600","0303200000","25"
"3033","FRUTILLA","2500","0303300000","25"
"3034","GRANADA","2500","0303400000","25"
"3035","HABAS","750","0303500000","25"
"3036","KIWI","2000","0303600000","25"
"3037","ACHICORIA","1100","0303700000","25"
"3038","LECHUGA ESCAROLA","1000","0303800000","25"
"3039","LECHUGA ESPA OLA","790","0303900000","25"
"3040","LECHUGA LARGA","1100","0304000000","25"
"3041","LECHUGA MILANESA","790","0304100000","25"
"3042","LECHUGA MORADA","790","0304200000","25"
"3043","LIMON","1500","0304300000","25"
"3044","MANZANA FUJI","1500","0304400000","25"
"3045","MANZANA GALA","1500","0304500000","25"
"3046","MANZANA VERDE","1500","0304600000","25"
"3047","MANZANA ROJA","1500","0304700000","25"
"3048","MANCAQUI","1000","0304800000","25"
"3049","MANDARINA","2500","0304900000","25"
"3050","MANGO","4990","0305000000","25"
"3051","MELON CALAME O","2500","0305100000","25"
"3052","MELON TUNA","2500","0305200000","25"
"3053","MEMBRILLO","1500","0305300000","25"
"3054","MORRON AMARILLO","950","0305400000","25"
"3055","MORRON VERDE","500","0305500000","25"
"3056","MORRON ROJO","790","0305600000","25"
"3057","NALCAS","2000","0305700000","25"
"3058","NARANJAS","1500","0305800000","25"
"3059","NISPERO","1000","0305900000","25"
"3060","PALTA","5900","0306000000","25"
"3061","PALTA VERDE","1000","0306100000","25"
"3062","PAPA","790","0306200000","25"
"3063","PASTELILLO LECHUGA","750","0306300000","25"
"3064","PEPINO","300","0306400000","25"
"3065","PEPINO FRUTA","1500","0306500000","25"
"3066","PERA ASIATICA","1500","0306600000","25"
"3067","PERA CAF?","1500","0306700000","25"
"3068","PERA VERDE","1500","0306800000","25"
"3069","PEREJIL","500","0306900000","25"
"3070","PI A","3000","0307000000","25"
"3071","PI ONES","3900","0307100000","25"
"3072","PLATANO","1100","0307200000","25"
"3073","PLATANO VENEZOLANO","2500","0307300000","25"
"3074","POMELO","1700","0307400000","25"
"3075","POROTO GRANADO","1800","0307500000","25"
"3076","POROTO VERDE","2990","0307600000","25"
"3077","PUERRO","800","0307700000","25"
"3078","RABANO","1000","0307800000","25"
"3079","REPOLLO","3000","0307900000","25"
"3080","SANDIA","4500","0308000000","25"
"3081","TOMATE","1000","0308100000","25"
"3082","TOMATE CHERRY","3500","0308200000","25"
"3083","TOMILLO","400","0308300000","25"
"3084","TUNA","1750","0308400000","25"
"3085","UVA","1500","0308500000","25"
"3086","UVA NEGRA","1500","0308600000","25"
"3087","UVA SIN PEPA","1500","0308700000","25"
"3088","UVA CORINTO","500","0308800000","25"
"3089","ZANAHORIA","800","0308900000","25"
"3090","ZAPALLO CAMOTE","1500","0309000000","25"
"3091","ZAPALLO ITALIANO","350","0309100000","25"
"3092","ZAPALLO REDONDO","1000","0309200000","25"
"3093","MATA DE APIO","1990","0309300000","25"
"3094","TOMATE DE CAMPO","2500","0309400000","25"
"3095","REPOLLO MITAD","1250","0309500000","25"
"3096","NABO","1000","0309600000","25"
"3097","AJO MALLA 5X","1200","0309700000","25"
"3098","YUCA","1990","0309800000","25"
"3099","LECHUGA HIDROPONICA","1300","0309900000","25"
"3100","PLATANO MADURO","800","0310000000","25"
"3101","TOMATE MALLOA","1200","0310100000","25"
"3102","ALFAJOR CHILENO (M)","950","0310200000","25"
"3103","ALFAJOR CHANCACA","1400","0310300000","25"
"3104","COCO","2000","0310400000","25"
"3105","DIENTE DE DRAGON","2500","0310500000","25"
"3106","QUEQUE NAVIDE O","5990","0310600000","25"
"3107","PEPINO GRANDE","850","0310700000","25"
"3108","CEBOLLA NUEVA","450","0310800000","25"
"3109","PAN DE PASCUA","4990","0310900000","25"
"3110","MELON TUNA TROZO","700","0311000000","25"
"3111","SANDIA TROZO","500","0311100000","25"
